STATIONS_ID;MESS_DATUM;QN_4;TT_TER;RF_TER;eor
       1757;2024052212;    9;   21.0;  66.0;eor
       1757;2024052218;    9;   18.2;  73.0;eor
       1757;2024052306;    9;   16.3;  96.0;eor
       1757;2024052312;    9;   16.2;  86.0;eor
       1757;2024052318;    9;   18.6;  68.0;eor
       1757;2024052406;    9;   16.5;  84.0;eor
       1757;2024052412;    9;   19.2;  68.0;eor
       1757;2024052418;    9;   16.5;  71.0;eor
       1757;2024052506;    9;   15.2;  89.0;eor
       1757;2024052512;    9;   20.6;  77.0;eor
       1757;2024052518;    9;   18.9;  76.0;eor
       1757;2024052606;    9;   17.1;  83.0;eor
       1757;2024052612;    9;   19.0;  77.0;eor
       1757;2024052618;    9;   19.9;  74.0;eor
       1757;2024052706;    9;   18.3;  77.0;eor
       1757;2024052712;    9;   18.5;  73.0;eor
       1757;2024052718;    9;   20.1;  72.0;eor
       1757;2024052806;    9;   16.3;  89.0;eor
       1757;2024052812;    9;   16.4;  78.0;eor
       1757;2024052818;    9;   16.0;  72.0;eor
       1757;2024052906;    9;   15.6;  71.0;eor
       1757;2024052912;    9;   21.4;  47.0;eor
       1757;2024052918;    9;   18.7;  65.0;eor
       1757;2024053006;    9;   17.9;  74.0;eor
       1757;2024053012;    9;   20.6;  64.0;eor
       1757;2024053018;    9;   16.5;  91.0;eor
       1757;2024053106;    9;   17.4;  87.0;eor
       1757;2024053112;    9;   19.8;  79.0;eor
       1757;2024053118;    9;   17.8;  85.0;eor
       1757;2024060106;    9;   18.1;  83.0;eor
       1757;2024060112;    9;   19.9;  75.0;eor
       1757;2024060118;    9;   19.5;  78.0;eor
       1757;2024060206;    9;   17.6;  89.0;eor
       1757;2024060212;    9;   20.6;  73.0;eor
       1757;2024060218;    9;   19.4;  75.0;eor
       1757;2024060306;    9;   14.0;  81.0;eor
       1757;2024060312;    9;   17.5;  61.0;eor
       1757;2024060318;    9;   16.7;  73.0;eor
       1757;2024060406;    9;   14.8;  79.0;eor
       1757;2024060412;    9;   20.3;  49.0;eor
       1757;2024060418;    9;   18.6;  67.0;eor
       1757;2024060506;    9;   15.7;  72.0;eor
       1757;2024060512;    9;   16.7;  63.0;eor
       1757;2024060518;    9;   15.7;  61.0;eor
       1757;2024060606;    9;   12.4;  66.0;eor
       1757;2024060612;    9;   17.5;  49.0;eor
       1757;2024060618;    9;   16.4;  47.0;eor
       1757;2024060706;    9;   13.3;  71.0;eor
       1757;2024060712;    9;   17.4;  45.0;eor
       1757;2024060718;    9;   17.1;  49.0;eor
       1757;2024060806;    9;   13.9;  74.0;eor
       1757;2024060812;    9;   21.7;  42.0;eor
       1757;2024060818;    9;   18.4;  59.0;eor
       1757;2024060906;    9;   11.9;  75.0;eor
       1757;2024060912;    9;   16.0;  45.0;eor
       1757;2024060918;    9;   14.9;  57.0;eor
       1757;2024061006;    9;   11.8;  72.0;eor
       1757;2024061012;    9;   17.0;  38.0;eor
       1757;2024061018;    9;   14.1;  70.0;eor
       1757;2024061106;    9;   12.0;  84.0;eor
       1757;2024061112;    9;   14.8;  70.0;eor
       1757;2024061118;    9;   11.8;  88.0;eor
       1757;2024061206;    9;   11.4;  82.0;eor
       1757;2024061212;    9;   12.1;  72.0;eor
       1757;2024061218;    9;   13.1;  74.0;eor
       1757;2024061306;    9;   11.0;  77.0;eor
       1757;2024061312;    9;   15.3;  47.0;eor
       1757;2024061318;    9;   14.1;  60.0;eor
       1757;2024061406;    9;   12.8;  71.0;eor
       1757;2024061412;    9;   19.4;  45.0;eor
       1757;2024061418;    9;   17.5;  59.0;eor
       1757;2024061506;    9;   16.6;  68.0;eor
       1757;2024061512;    9;   18.1;  82.0;eor
       1757;2024061518;    9;   19.0;  53.0;eor
       1757;2024061606;    9;   16.7;  71.0;eor
       1757;2024061612;    9;   21.9;  41.0;eor
       1757;2024061618;    9;   19.4;  67.0;eor
       1757;2024061706;    9;   18.9;  68.0;eor
       1757;2024061712;    9;   21.4;  59.0;eor
       1757;2024061718;    9;   18.4;  80.0;eor
       1757;2024061806;    9;   16.7;  84.0;eor
       1757;2024061812;    9;   21.0;  60.0;eor
       1757;2024061818;    9;   17.5;  75.0;eor
       1757;2024061906;    9;   13.8;  93.0;eor
       1757;2024061912;    9;   17.3;  62.0;eor
       1757;2024061918;    9;   17.1;  54.0;eor
       1757;2024062006;    9;   13.4;  74.0;eor
       1757;2024062012;    9;   19.9;  52.0;eor
       1757;2024062018;    9;   17.8;  66.0;eor
       1757;2024062106;    9;   16.7;  80.0;eor
       1757;2024062112;    9;   23.4;  58.0;eor
       1757;2024062118;    9;   18.2;  82.0;eor
       1757;2024062206;    9;   18.9;  88.0;eor
       1757;2024062212;    9;   17.6;  71.0;eor
       1757;2024062218;    9;   18.1;  66.0;eor
       1757;2024062306;    9;   15.9;  74.0;eor
       1757;2024062312;    9;   19.5;  59.0;eor
       1757;2024062318;    9;   18.4;  70.0;eor
       1757;2024062406;    9;   16.7;  76.0;eor
       1757;2024062412;    9;   19.8;  67.0;eor
       1757;2024062418;    9;   18.5;  77.0;eor
       1757;2024062506;    9;   18.3;  76.0;eor
       1757;2024062512;    9;   20.5;  74.0;eor
       1757;2024062518;    9;   20.8;  66.0;eor
       1757;2024062606;    9;   19.3;  82.0;eor
       1757;2024062612;    9;   23.9;  71.0;eor
       1757;2024062618;    9;   22.6;  67.0;eor
       1757;2024062706;    9;   22.5;  78.0;eor
       1757;2024062712;    9;   27.3;  67.0;eor
       1757;2024062718;    9;   22.0;  79.0;eor
       1757;2024062806;    9;   21.1;  87.0;eor
       1757;2024062812;    9;   22.7;  85.0;eor
       1757;2024062818;    9;   21.0;  58.0;eor
       1757;2024062906;    9;   16.7;  75.0;eor
       1757;2024062912;    9;   21.3;  61.0;eor
       1757;2024062918;    9;   19.9;  70.0;eor
       1757;2024063006;    9;   18.5;  91.0;eor
       1757;2024063012;    9;   22.3;  80.0;eor
       1757;2024063018;    9;   17.7;  82.0;eor
       1757;2024070106;    9;   16.9;  89.0;eor
       1757;2024070112;    9;   18.6;  72.0;eor
       1757;2024070118;    9;   15.9;  77.0;eor
       1757;2024070206;    9;   14.6;  80.0;eor
       1757;2024070212;    9;   14.7;  89.0;eor
       1757;2024070218;    9;   14.7;  92.0;eor
       1757;2024070306;    9;   13.3;  81.0;eor
       1757;2024070312;    9;   16.4;  64.0;eor
       1757;2024070318;    9;   16.3;  61.0;eor
       1757;2024070406;    9;   13.3;  85.0;eor
       1757;2024070412;    9;   14.8;  89.0;eor
       1757;2024070418;    9;   16.9;  54.0;eor
       1757;2024070506;    9;   13.8;  67.0;eor
       1757;2024070512;    9;   20.1;  45.0;eor
       1757;2024070518;    9;   18.6;  58.0;eor
       1757;2024070606;    9;   16.9;  73.0;eor
       1757;2024070612;    9;   25.5;  49.0;eor
       1757;2024070618;    9;   20.8;  76.0;eor
       1757;2024070706;    9;   14.8;  66.0;eor
       1757;2024070712;    9;   19.9;  47.0;eor
       1757;2024070718;    9;   20.4;  47.0;eor
       1757;2024070806;    9;   18.8;  62.0;eor
       1757;2024070812;    9;   20.2;  58.0;eor
       1757;2024070818;    9;   19.2;  70.0;eor
       1757;2024070906;    9;   18.4;  78.0;eor
       1757;2024070912;    9;   23.5;  67.0;eor
       1757;2024070918;    9;   22.0;  66.0;eor
       1757;2024071006;    9;   24.3;  66.0;eor
       1757;2024071012;    9;   20.1;  97.0;eor
       1757;2024071018;    9;   23.1;  76.0;eor
       1757;2024071106;    9;   20.3;  87.0;eor
       1757;2024071112;    9;   20.5;  72.0;eor
       1757;2024071118;    9;   20.6;  67.0;eor
       1757;2024071206;    9;   20.2;  74.0;eor
       1757;2024071212;    9;   23.5;  65.0;eor
       1757;2024071218;    9;   20.6;  75.0;eor
       1757;2024071306;    9;   16.5;  82.0;eor
       1757;2024071312;    9;   17.5;  71.0;eor
       1757;2024071318;    9;   19.5;  61.0;eor
       1757;2024071406;    9;   16.6;  74.0;eor
       1757;2024071412;    9;   22.7;  44.0;eor
       1757;2024071418;    9;   19.5;  73.0;eor
       1757;2024071506;    9;   19.3;  66.0;eor
       1757;2024071512;    9;   25.5;  44.0;eor
       1757;2024071518;    9;   20.1;  71.0;eor
       1757;2024071606;    9;   18.1;  88.0;eor
       1757;2024071612;    9;   23.2;  71.0;eor
       1757;2024071618;    9;   20.2;  77.0;eor
       1757;2024071706;    9;   17.6;  79.0;eor
       1757;2024071712;    9;   20.0;  75.0;eor
       1757;2024071718;    9;   18.6;  83.0;eor
       1757;2024071806;    9;   16.8;  79.0;eor
       1757;2024071812;    9;   21.6;  59.0;eor
       1757;2024071818;    9;   20.5;  64.0;eor
       1757;2024071906;    9;   18.3;  80.0;eor
       1757;2024071912;    9;   23.4;  57.0;eor
       1757;2024071918;    9;   21.4;  64.0;eor
       1757;2024072006;    9;   19.5;  78.0;eor
       1757;2024072012;    9;   22.4;  64.0;eor
       1757;2024072018;    9;   21.9;  60.0;eor
       1757;2024072106;    9;   20.0;  79.0;eor
       1757;2024072112;    9;   26.7;  52.0;eor
       1757;2024072118;    9;   22.7;  64.0;eor
       1757;2024072206;    9;   19.9;  87.0;eor
       1757;2024072212;    9;   19.5;  90.0;eor
       1757;2024072218;    9;   18.9;  64.0;eor
       1757;2024072306;    9;   16.0;  77.0;eor
       1757;2024072312;    9;   25.0;  47.0;eor
       1757;2024072318;    9;   18.1;  90.0;eor
       1757;2024072406;    9;   17.8;  88.0;eor
       1757;2024072412;    9;   21.0;  59.0;eor
       1757;2024072418;    9;   19.5;  55.0;eor
       1757;2024072506;    9;   15.0;  79.0;eor
       1757;2024072512;    9;   20.9;  48.0;eor
       1757;2024072518;    9;   19.2;  63.0;eor
       1757;2024072606;    9;   16.5;  69.0;eor
       1757;2024072612;    9;   21.8;  57.0;eor
       1757;2024072618;    9;   18.8;  84.0;eor
       1757;2024072706;    9;   16.9;  93.0;eor
       1757;2024072712;    9;   19.9;  73.0;eor
       1757;2024072718;    9;   17.3;  91.0;eor
